UKPRN,Institution,SortOrder,MainPanel,UOA,UnitOfAssessment,msubId,MultipleSubmission,JointSubmission,Profile,StaffFte,FourStar,ThreeStar,TwoStar,OneStar,Unclassified,n_submission,p,pp_top_prop
10007794,University of Glasgow,6760,B,8,Chemistry, ,,(joint submission with University of Strathclyde),Outputs,30.8,17.4,74.1,8.1,0.4,0,120,118,0.337146893
10007794,University of Glasgow,6760,B,9,Physics, ,,,Outputs,44.9,13.7,68.3,18,0,0,161,151,0.373858404
10007794,University of Glasgow,6760,B,10,Mathematical Sciences, ,,,Outputs,43,17.1,66.5,15.7,0.7,0,152,129,0.238571664
10007794,University of Glasgow,6760,B,11,Computer Science and Informatics, ,,,Outputs,41.6,23.3,52.7,20.6,3.4,0,146,61,0.164438134
10007794,University of Glasgow,6760,B,15,General Engineering, ,,,Outputs,84,22.5,73.3,3.8,0.4,0,285,271,0.2904809
10007794,University of Glasgow,6760,C,16,"Architecture, Built Environment and Planning", ,,,Outputs,24.6,46.2,38.4,15.4,0,0,78,58,0.192866235
10007794,University of Glasgow,6760,C,17,"Geography, Environmental Studies and Archaeology",A,Geography,,Outputs,13,38.5,43.6,15.3,2.6,0,39,30,0.395781593
10007794,University of Glasgow,6760,C,17,"Geography, Environmental Studies and Archaeology",B,Archaeology,,Outputs,9.55,9.4,31.2,43.8,15.6,0,32,10,0.151931818
10007794,University of Glasgow,6760,C,18,Economics and Econometrics, ,,,Outputs,23.75,18.1,61.4,18.1,2.4,0,83,79,0.186133411
10007794,University of Glasgow,6760,C,19,Business and Management Studies, ,,,Outputs,39.83,18.3,48.9,25.2,7.6,0,131,111,0.173853219
10007794,University of Glasgow,6760,C,20,Law, ,,,Outputs,30.35,18.8,45.3,29.9,4.3,1.7,117,15,0.207666408
10007794,University of Glasgow,6760,C,21,Politics and International Studies, ,,,Outputs,24,14.9,50.6,31.1,3.4,0,87,51,0.194185761
10007794,University of Glasgow,6760,C,22,Social Work and Social Policy, ,,,Outputs,29.2,26.2,51.4,20.5,1.9,0,107,66,0.167308891
10007794,University of Glasgow,6760,C,25,Education, ,,,Outputs,37.5,17.1,43.4,30.9,7.9,0.7,152,64,0.236268169
10007794,University of Glasgow,6760,D,27,Area Studies, ,,,Outputs,10.8,21.2,51.5,24.3,3,0,33,14,0.190843254
10007794,University of Glasgow,6760,D,28,Modern Languages and Linguistics,A,Modern languages and Linguistics,,Outputs,22,15.1,38.3,41.1,4.1,1.4,73,20,0.011640284
10007794,University of Glasgow,6760,D,29,English Language and Literature, ,,,Outputs,51.35,29.5,40.4,25.4,4.7,0,193,19,0.263741381
10007794,University of Glasgow,6760,D,30,History, ,,,Outputs,43.8,25,43.9,28.7,2.4,0,163,45,0.237606279
10007794,University of Glasgow,6760,D,31,Classics, ,,,Outputs,8,20.7,41.4,37.9,0,0,29,2,0.494230769
10007794,University of Glasgow,6760,D,32,Philosophy, ,,,Outputs,11,12.5,47.5,37.5,2.5,0,40,16,0.224250102
10007794,University of Glasgow,6760,D,33,Theology and Religious Studies, ,,,Outputs,10.86,5,40,42.5,12.5,0,40,6,0
10007794,University of Glasgow,6760,D,34,"Art and Design: History, Practice and Theory", ,,,Outputs,16.54,9.5,42.9,41.3,6.3,0,63,5,0.007162791
10007794,University of Glasgow,6760,D,35,"Music, Drama, Dance and Performing Arts", ,,,Outputs,11.2,26.3,36.9,23.6,13.2,0,38,4,0
10007794,University of Glasgow,6760,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Outputs,23.8,33.3,40.3,23,2.3,1.1,87,23,0.15119532
10007795,University of Leeds,750,A,1,Clinical Medicine, ,,,Outputs,94.2,18.4,59.1,19.9,1.4,1.2,347,324,0.421553894
10007795,University of Leeds,750,A,2,"Public Health, Health Services and Primary Care", ,,,Outputs,26.2,22.8,52.4,21.8,3,0,101,89,0.526376487
10007795,University of Leeds,750,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Outputs,44.4,22.8,63.1,12.8,0.6,0.7,149,136,0.236597542
10007795,University of Leeds,750,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Outputs,44.05,16,54.1,28.5,1.4,0,144,140,0.277759398
10007795,University of Leeds,750,A,5,Biological Sciences, ,,,Outputs,60.9,21.9,52.5,23.3,0,2.3,219,211,0.417818213
10007795,University of Leeds,750,A,6,"Agriculture, Veterinary and Food Science", ,,,Outputs,14.4,10.7,55.4,30.3,3.6,0,56,49,0.25296846
10007795,University of Leeds,750,B,7,Earth Systems and Environmental Sciences, ,,,Outputs,79.2,23.7,61.5,14.5,0.3,0,304,291,0.482788422
10007795,University of Leeds,750,B,8,Chemistry, ,,,Outputs,34.4,13.6,79.2,7.2,0,0,125,121,0.26446281
10007795,University of Leeds,750,B,9,Physics, ,,,Outputs,24,13.6,76.2,10.2,0,0,88,87,0.347951665
10007795,University of Leeds,750,B,10,Mathematical Sciences, ,,,Outputs,53,20.7,60.6,18.7,0,0,193,177,0.268387046
10007795,University of Leeds,750,B,11,Computer Science and Informatics, ,,,Outputs,24.97,20,57.9,20,2.1,0,95,69,0.071078619
10007795,University of Leeds,750,B,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering", ,,,Outputs,31.55,20,55.8,24.2,0,0,120,116,0.135586105
10007795,University of Leeds,750,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials", ,,,Outputs,20,40.6,59.4,0,0,0,64,59,0.273389831
10007795,University of Leeds,750,B,14,Civil and Construction Engineering, ,,,Outputs,44.65,21.9,58.1,16.9,2.5,0.6,160,141,0.227635691
10007795,University of Leeds,750,B,15,General Engineering, ,,,Outputs,44.8,8,75,17,0,0,176,166,0.284177103
10007795,University of Leeds,750,C,17,"Geography, Environmental Studies and Archaeology", ,,,Outputs,48.9,24.2,46.6,28.1,1.1,0,178,162,0.325264348
10007795,University of Leeds,750,C,19,Business and Management Studies, ,,,Outputs,73.19,22.1,51.2,23.3,3,0.4,262,224,0.188760142
10007795,University of Leeds,750,C,20,Law, ,,,Outputs,29,27.6,53.4,16.1,2.9,0,105,23,0.090821256
10007795,University of Leeds,750,C,21,Politics and International Studies, ,,,Outputs,24,17.4,39.1,36.3,7.2,0,69,43,0.105971087
10007795,University of Leeds,750,C,22,Social Work and Social Policy, ,,,Outputs,32.6,15.1,53,28.5,3.4,0,119,51,0.22945209
10007795,University of Leeds,750,C,25,Education, ,,,Outputs,32.1,17.4,49.5,30.6,2.5,0,121,71,0.207129496
10007795,University of Leeds,750,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Outputs,12.5,56,34,4,6,0,50,47,0.177423168
10007795,University of Leeds,750,D,28,Modern Languages and Linguistics, ,,,Outputs,63.1,19.7,42.1,31.2,7,0,228,47,0.095117008
10007795,University of Leeds,750,D,29,English Language and Literature, ,,,Outputs,31.1,29.8,42.1,22,6.1,0,114,22,0.118489949
10007795,University of Leeds,750,D,30,History, ,,,Outputs,29.7,30.6,46.3,22.2,0.9,0,108,25,0.172515922
10007795,University of Leeds,750,D,31,Classics, ,,,Outputs,6,19,42.9,38.1,0,0,21,3,0.350649351
10007795,University of Leeds,750,D,32,Philosophy, ,,,Outputs,25,29.3,41.4,28.2,1.1,0,92,43,0.308544402
10007795,University of Leeds,750,D,33,Theology and Religious Studies, ,,,Outputs,10.8,37,40.8,22.2,0,0,27,6,0.333333333
10007795,University of Leeds,750,D,34,"Art and Design: History, Practice and Theory",A,Art,,Outputs,15.6,17.5,54.4,26.3,1.8,0,56,7,0.285714286
10007795,University of Leeds,750,D,34,"Art and Design: History, Practice and Theory",B,Design,,Outputs,21.05,12.2,41.9,37.8,8.1,0,74,34,0.124137931
10007795,University of Leeds,750,D,35,"Music, Drama, Dance and Performing Arts",A,Music,,Outputs,14.9,30.6,42.9,24.5,2,0,49,11,0.181818182
10007795,University of Leeds,750,D,35,"Music, Drama, Dance and Performing Arts",B,Performance and the Cultural industries,,Outputs,14,6.8,50,38.7,4.5,0,44,11,0.196133426
10007795,University of Leeds,750,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Outputs,24.8,35.2,37.5,21.6,5.7,0,88,29,0.155172414
10007796,University of Leicester,800,A,1,Clinical Medicine, ,,,Outputs,72.1,22,48.7,25.3,1.1,2.9,273,247,0.417114152
10007796,University of Leicester,800,A,2,"Public Health, Health Services and Primary Care", ,,,Outputs,24.2,22.6,52.4,19,3.6,2.4,84,77,0.475441924
10007796,University of Leicester,800,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Outputs,34.4,31.4,46,21.1,0.8,0.7,137,132,0.287752679
10007796,University of Leicester,800,A,5,Biological Sciences, ,,,Outputs,37.4,26.1,61.2,11.3,0,1.4,142,141,0.288652482
10007796,University of Leicester,800,B,7,Earth Systems and Environmental Sciences, ,,,Outputs,21.8,18.7,70.6,9.4,1.3,0,75,66,0.379292929
10007796,University of Leicester,800,B,8,Chemistry, ,,,Outputs,21.4,6.4,75.7,17.9,0,0,78,78,0.166048625
10007796,University of Leicester,800,B,9,Physics, ,,,Outputs,49.33,9,66,23,2,0,200,186,0.236792115
10007796,University of Leicester,800,B,10,Mathematical Sciences, ,,,Outputs,23.6,4.5,61.4,34.1,0,0,88,78,0.086432608
10007796,University of Leicester,800,B,11,Computer Science and Informatics, ,,,Outputs,20,22.5,55,22.5,0,0,71,36,0.068078342
10007796,University of Leicester,800,B,15,General Engineering, ,,,Outputs,30,16,75,8,1,0,99,85,0.150159527
10007796,University of Leicester,800,C,17,"Geography, Environmental Studies and Archaeology",A,Archaeology,,Outputs,19.4,19.7,40.8,38.2,1.3,0,76,22,0.204198643
10007796,University of Leicester,800,C,17,"Geography, Environmental Studies and Archaeology",B,Geography,,Outputs,24.39,20.5,38.6,39.8,1.1,0,88,74,0.383030042
10007796,University of Leicester,800,C,18,Economics and Econometrics, ,,,Outputs,22.4,18.8,50,28.7,0,2.5,80,63,0.098239299
10007796,University of Leicester,800,C,19,Business and Management Studies, ,,,Outputs,59.6,14.5,38.2,38.2,8.6,0.5,218,151,0.180621369
10007796,University of Leicester,800,C,20,Law, ,,,Outputs,39.53,13,64.9,22.1,0,0,131,22,0.029098078
10007796,University of Leicester,800,C,21,Politics and International Studies, ,,,Outputs,18,12.3,36.8,40.4,10.5,0,57,25,0.278208946
10007796,University of Leicester,800,C,22,Social Work and Social Policy, ,,,Outputs,12,6.1,78.7,12.2,3,0,33,23,0.088482075
10007796,University of Leicester,800,C,23,Sociology, ,,,Outputs,11.5,18.8,52,29.2,0,0,48,29,0.160057471
10007796,University of Leicester,800,C,25,Education, ,,,Outputs,24.1,18.3,37.6,34.4,9.7,0,93,43,0.110004388
10007796,University of Leicester,800,D,28,Modern Languages and Linguistics, ,,,Outputs,12,5,37.5,50,7.5,0,40,9,0.014292417
10007796,University of Leicester,800,D,29,English Language and Literature, ,,,Outputs,28.4,33,37.1,24.7,5.2,0,97,20,0.189611195
10007796,University of Leicester,800,D,30,History, ,,,Outputs,27,25.3,60.4,13.2,1.1,0,90,32,0.173150414
10007796,University of Leicester,800,D,34,"Art and Design: History, Practice and Theory", ,,,Outputs,6.2,21.4,35.7,39.3,3.6,0,28,5,0.12
10007796,University of Leicester,800,D,36,"Communication, Cultural and Media Studies, Library and Information Management",A,Media and communication,,Outputs,22,33.9,44.1,18.6,3.4,0,59,26,0.1293241
10007796,University of Leicester,800,D,36,"Communication, Cultural and Media Studies, Library and Information Management",B,Museum studies,,Outputs,10.8,35,50,12.5,2.5,0,40,3,0.333333333
10007798,University of Manchester,1220,A,1,Clinical Medicine, ,,,Outputs,136.18,22.3,56.1,20,0.7,0.9,564,530,0.433121444
10007798,University of Manchester,1220,A,2,"Public Health, Health Services and Primary Care", ,,,Outputs,33.33,13.9,46,33.5,5.1,1.5,137,125,0.327927417
10007798,University of Manchester,1220,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Outputs,112.65,29.4,51.9,16.6,1.4,0.7,428,386,0.25622351
10007798,University of Manchester,1220,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Outputs,67.7,23.6,50.2,23.7,1.8,0.7,275,250,0.322277829
10007798,University of Manchester,1220,A,5,Biological Sciences, ,,,Outputs,144.55,25.6,46.8,24.5,1.7,1.4,554,517,0.316502469
10007798,University of Manchester,1220,B,7,Earth Systems and Environmental Sciences, ,,,Outputs,42.13,19.5,66.9,11.8,0.6,1.2,169,163,0.325558657
10007798,University of Manchester,1220,B,8,Chemistry, ,,,Outputs,52.4,20.8,67.6,10.6,1,0,207,204,0.372208508
10007798,University of Manchester,1220,B,9,Physics, ,,,Outputs,64.9,17.6,69.5,11.7,0.8,0.4,256,242,0.373331214
10007798,University of Manchester,1220,B,10,Mathematical Sciences, ,,,Outputs,54.4,24,61,13,2,0,200,170,0.202003779
10007798,University of Manchester,1220,B,11,Computer Science and Informatics, ,,,Outputs,44.86,29.1,62,8.3,0,0.6,179,133,0.153972127
10007798,University of Manchester,1220,B,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",A,Chemical Engineering,,Outputs,33.9,18.2,65.9,15.9,0,0,132,129,0.239897522
10007798,University of Manchester,1220,B,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",B,"Mechanical, Aerospace and Manufacturing Engineering",,Outputs,34.38,17.1,58.9,23.3,0,0.7,146,138,0.22084399
10007798,University of Manchester,1220,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials",A,Metallurgy and Materials,,Outputs,44,19.8,65.1,15.1,0,0,172,167,0.353908849
10007798,University of Manchester,1220,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials",B,Electrical and Electronic Engineering,,Outputs,51.8,10.1,81,7.8,1.1,0,179,161,0.141760826
10007798,University of Manchester,1220,B,14,Civil and Construction Engineering, ,,,Outputs,21.85,19.7,64.5,14.5,1.3,0,76,73,0.239934213
10007798,University of Manchester,1220,C,16,"Architecture, Built Environment and Planning", ,,,Outputs,17.6,24.6,36.8,36.8,1.8,0,57,30,0.176318611
10007798,University of Manchester,1220,C,17,"Geography, Environmental Studies and Archaeology",A,Geography,,Outputs,27.2,18.9,51.1,26.7,3.3,0,90,81,0.427312202
10007798,University of Manchester,1220,C,17,"Geography, Environmental Studies and Archaeology",B,Archaeology,,Outputs,10,15.8,31.6,44.7,7.9,0,38,13,0.083076923
10007798,University of Manchester,1220,C,18,Economics and Econometrics, ,,,Outputs,33.2,11.4,53.5,30.7,4.4,0,114,91,0.080100664
10007798,University of Manchester,1220,C,19,Business and Management Studies, ,,,Outputs,121.63,20.8,44.8,29.4,4.8,0.2,456,353,0.196392692
10007798,University of Manchester,1220,C,20,Law, ,,,Outputs,40.8,17,49,30.7,3.3,0,153,49,0.032693422
10007798,University of Manchester,1220,C,21,Politics and International Studies, ,,,Outputs,36.66,14,48.3,35.1,2.6,0,114,80,0.311365926
10007798,University of Manchester,1220,C,23,Sociology, ,,,Outputs,48.6,24,53,22.5,0.5,0,183,113,0.245084038
10007798,University of Manchester,1220,C,24,Anthropology and Development Studies,A,Anthropology,,Outputs,15.94,27.3,42.4,27.3,1.5,1.5,66,19,0.17250578
10007798,University of Manchester,1220,C,24,Anthropology and Development Studies,B,Development Studies,,Outputs,26.25,21.4,44.6,29.1,3.9,1,103,74,0.172670416
10007798,University of Manchester,1220,C,25,Education, ,,,Outputs,33.1,31.3,35.1,28.3,5.3,0,131,58,0.157267058
10007798,University of Manchester,1220,D,28,Modern Languages and Linguistics, ,,,Outputs,72.5,30.6,43,20.4,4.9,1.1,265,70,0.210051372
10007798,University of Manchester,1220,D,29,English Language and Literature, ,,,Outputs,34.25,31.4,43.1,22.6,2.9,0,137,25,0.159538384
10007798,University of Manchester,1220,D,30,History, ,,,Outputs,25.2,41.8,37.3,20.9,0,0,91,32,0.071027264
10007798,University of Manchester,1220,D,31,Classics, ,,,Outputs,14,21.7,40,33.3,1.7,3.3,56,3,0.364968599
10007798,University of Manchester,1220,D,32,Philosophy, ,,,Outputs,12.7,16,48,30,2,4,50,25,0.160588092
10007798,University of Manchester,1220,D,33,Theology and Religious Studies, ,,,Outputs,14.5,18.2,43.6,30.9,5.5,1.8,55,8,0.130576923
10007798,University of Manchester,1220,D,34,"Art and Design: History, Practice and Theory", ,,,Outputs,11.5,41.9,34.8,21,2.3,0,43,7,0.285714286
10007798,University of Manchester,1220,D,35,"Music, Drama, Dance and Performing Arts",A,Music,,Outputs,14,38.3,38.4,21.6,0,1.7,60,3,0.007083333
10007798,University of Manchester,1220,D,35,"Music, Drama, Dance and Performing Arts",B,Drama,,Outputs,12.5,43.9,36.6,19.5,0,0,41,4,0.007864238
10007799,Newcastle University,1280,A,1,Clinical Medicine, ,,,Outputs,147.13,18.3,56.4,22.8,1.8,0.7,562,527,0.371042724
10007799,Newcastle University,1280,A,2,"Public Health, Health Services and Primary Care", ,,,Outputs,27.22,14.4,46.2,36.5,2.9,0,104,96,0.475372024
10007799,Newcastle University,1280,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Outputs,19,17.8,67.1,15.1,0,0,73,66,0.283287037
10007799,Newcastle University,1280,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Outputs,51.58,28.4,52.3,17.3,1.5,0.5,197,186,0.319299485
10007799,Newcastle University,1280,A,5,Biological Sciences, ,,,Outputs,30.6,46.6,41.5,11.1,0,0.8,117,117,0.428696581
10007799,Newcastle University,1280,A,6,"Agriculture, Veterinary and Food Science", ,,,Outputs,25.4,17.5,39.8,41.7,1,0,103,98,0.360657596
10007799,Newcastle University,1280,B,7,Earth Systems and Environmental Sciences, ,,,Outputs,24.6,15.2,60.6,24.2,0,0,99,92,0.302723861
10007799,Newcastle University,1280,B,8,Chemistry, ,,,Outputs,24.2,4.2,75.8,20,0,0,95,93,0.16827957
10007799,Newcastle University,1280,B,10,Mathematical Sciences, ,,,Outputs,20.4,25.6,59.3,13.9,1.2,0,86,81,0.151271979
10007799,Newcastle University,1280,B,11,Computer Science and Informatics, ,,,Outputs,27.5,25,55,20,0,0,100,55,0.109668999
10007799,Newcastle University,1280,B,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering", ,,,Outputs,43.45,25,48.7,26.3,0,0,156,152,0.201380297
10007799,Newcastle University,1280,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials", ,,,Outputs,31.2,22.8,71.1,6.1,0,0,114,113,0.27506853
10007799,Newcastle University,1280,B,14,Civil and Construction Engineering, ,,,Outputs,40.6,19.7,62,17.6,0.7,0,142,138,0.305722442
10007799,Newcastle University,1280,C,16,"Architecture, Built Environment and Planning", ,,,Outputs,41.8,18.9,57.8,22.7,0.6,0,159,88,0.232174554
10007799,Newcastle University,1280,C,17,"Geography, Environmental Studies and Archaeology",A,Archaeology,,Outputs,8.7,27.3,27.2,45.5,0,0,31,7,0.225
10007799,Newcastle University,1280,C,17,"Geography, Environmental Studies and Archaeology",B,Geography,,Outputs,27.2,32.7,47.7,19.6,0,0,107,91,0.411545657
10007799,Newcastle University,1280,C,19,Business and Management Studies, ,,,Outputs,60.2,18.6,40.3,38.1,3,0,231,178,0.198438032
10007799,Newcastle University,1280,C,20,Law, ,,,Outputs,21,21.1,49.3,25.4,4.2,0,71,15,0
10007799,Newcastle University,1280,C,21,Politics and International Studies, ,,,Outputs,20.6,15.1,28.7,49.4,6.8,0,73,38,0.172368421
10007799,Newcastle University,1280,C,23,Sociology, ,,,Outputs,18.5,18.4,51.3,26.4,3.9,0,76,41,0.059430133
10007799,Newcastle University,1280,C,25,Education, ,,,Outputs,16.7,21.7,33.4,39.1,5.8,0,69,26,0.1175
10007799,Newcastle University,1280,D,28,Modern Languages and Linguistics, ,,,Outputs,49.97,25.7,43.6,25.1,3.9,1.7,178,77,0.151212713
10007799,Newcastle University,1280,D,29,English Language and Literature, ,,,Outputs,32.1,38.1,45.1,16.8,0,0,111,15,0.207155857
10007799,Newcastle University,1280,D,30,History, ,,,Outputs,23.9,31,39,29,1,0,98,24,0.139117591
10007799,Newcastle University,1280,D,31,Classics, ,,,Outputs,10.2,31.6,47.3,18.5,0,2.6,37,5,0.07413972
10007799,Newcastle University,1280,D,34,"Art and Design: History, Practice and Theory", ,,,Outputs,16.25,32.1,45.3,16.9,5.7,0,53,3,0.022906793
10007799,Newcastle University,1280,D,35,"Music, Drama, Dance and Performing Arts", ,,,Outputs,13.6,37,38.9,20.4,3.7,0,54,5,0
10007799,Newcastle University,1280,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Outputs,14.35,32.7,46.1,17.4,3.8,0,52,21,0.238499862
10007800,University of the West of Scotland,6910,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Outputs,13,16.1,48.4,29,0,6.5,29,28,0.107142857
10007800,University of the West of Scotland,6910,B,11,Computer Science and Informatics, ,,,Outputs,14,6.8,45.5,29.5,18.2,0,44,27,0.296296296
10007800,University of the West of Scotland,6910,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials", ,,,Outputs,7.5,7.7,57.7,34.6,0,0,26,25,0.04
10007800,University of the West of Scotland,6910,B,15,General Engineering, ,,,Outputs,13,5.3,47.3,47.4,0,0,38,37,0.234121622
10007800,University of the West of Scotland,6910,C,19,Business and Management Studies, ,,,Outputs,10.9,5.7,45.7,42.9,5.7,0,35,20,0.126045198
10007800,University of the West of Scotland,6910,C,22,Social Work and Social Policy, ,,,Outputs,22.8,6.7,33.7,48.4,10.1,1.1,89,35,0.085714286
10007800,University of the West of Scotland,6910,C,25,Education, ,,,Outputs,14,6.4,44.7,44.6,4.3,0,47,30,0.147855601
10007800,University of the West of Scotland,6910,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Outputs,9.2,23.7,23.7,36.8,15.8,0,38,36,0.241666667
10007800,University of the West of Scotland,6910,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Outputs,13.8,2.1,38.3,40.5,14.8,4.3,47,7,0.004493851
10007801,University of Plymouth,1430,A,1,Clinical Medicine, ,,,Outputs,14.5,48.3,36.7,15,0,0,60,59,0.60799435
10007801,University of Plymouth,1430,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Outputs,34.9,18.2,45.4,33.1,1.6,1.7,121,114,0.229514964
10007801,University of Plymouth,1430,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Outputs,30.8,19.3,61.4,19.3,0,0,114,110,0.274549534
10007801,University of Plymouth,1430,A,6,"Agriculture, Veterinary and Food Science", ,,,Outputs,24.45,8.1,42.4,41.4,6.1,2,99,96,0.211062256
10007801,University of Plymouth,1430,B,7,Earth Systems and Environmental Sciences, ,,,Outputs,44.92,14.6,64.9,18.3,2.2,0,185,171,0.35746171
10007801,University of Plymouth,1430,B,10,Mathematical Sciences, ,,,Outputs,14.4,10.7,57.2,30.3,1.8,0,56,53,0.302660068
10007801,University of Plymouth,1430,B,11,Computer Science and Informatics, ,,,Outputs,12.4,23.1,53.8,21.2,1.9,0,52,45,0.168
10007801,University of Plymouth,1430,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials", ,,,Outputs,7.8,0,61.1,38.9,0,0,36,29,0.114362741
10007801,University of Plymouth,1430,B,15,General Engineering, ,,,Outputs,17.2,11.8,57.3,28,2.9,0,68,60,0.072583726
10007801,University of Plymouth,1430,C,16,"Architecture, Built Environment and Planning", ,,,Outputs,12.95,11.4,47.7,34.1,6.8,0,44,16,0
10007801,University of Plymouth,1430,C,17,"Geography, Environmental Studies and Archaeology", ,,,Outputs,29.2,17.5,44.6,29.2,8.7,0,103,87,0.331328793
10007801,University of Plymouth,1430,C,19,Business and Management Studies, ,,,Outputs,32.6,9.6,35.2,42.4,12,0.8,125,90,0.125983709
10007801,University of Plymouth,1430,C,22,Social Work and Social Policy, ,,,Outputs,22.02,12.6,51.8,32.2,3.4,0,87,39,0.082863248
10007801,University of Plymouth,1430,C,25,Education, ,,,Outputs,24,13.4,35.4,34.1,17.1,0,82,37,0.167567568
10007801,University of Plymouth,1430,D,29,English Language and Literature, ,,,Outputs,10.97,33.3,36.1,22.3,8.3,0,35,4,0.140395565
10007801,University of Plymouth,1430,D,30,History, ,,,Outputs,11,14.3,42.8,40.5,2.4,0,42,7,0
10007801,University of Plymouth,1430,D,34,"Art and Design: History, Practice and Theory", ,,,Outputs,13.75,19.2,40.4,34.6,3.9,1.9,52,3,0
10007801,University of Plymouth,1430,D,35,"Music, Drama, Dance and Performing Arts", ,,,Outputs,8.2,20.6,29.4,35.3,14.7,0,34,5,0.008923077
10007802,University of Reading,1510,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Outputs,23.2,26.8,58.6,14.6,0,0,82,80,0.243958333
10007802,University of Reading,1510,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Outputs,40.15,18.6,45.5,32.1,1.9,1.9,156,146,0.260069308
10007802,University of Reading,1510,A,5,Biological Sciences, ,,,Outputs,20.6,17.7,63.3,17.7,1.3,0,79,76,0.388377193
10007802,University of Reading,1510,A,6,"Agriculture, Veterinary and Food Science", ,,,Outputs,73,20.2,50.9,26.1,2.1,0.7,287,275,0.26196181
10007802,University of Reading,1510,B,7,Earth Systems and Environmental Sciences, ,,,Outputs,75.68,12.7,65.9,18.5,2.6,0.3,346,331,0.439485923
10007802,University of Reading,1510,B,8,Chemistry, ,,,Outputs,22,12.5,80.7,6.8,0,0,88,87,0.32183908
10007802,University of Reading,1510,B,10,Mathematical Sciences, ,,,Outputs,26.5,17,61.6,20.5,0.9,0,112,93,0.247604169
10007802,University of Reading,1510,B,13,"Electrical and Electronic Engineering, Metallurgy and Materials", ,,,Outputs,17.2,11.9,65.7,19.4,3,0,67,64,0.085416667
10007802,University of Reading,1510,C,16,"Architecture, Built Environment and Planning", ,,,Outputs,34.9,30,46.2,20.7,3.1,0,130,80,0.102296707
10007802,University of Reading,1510,C,17,"Geography, Environmental Studies and Archaeology",A,Archaeology,,Outputs,19,31.9,43.1,20.8,4.2,0,72,28,0.343067227
10007802,University of Reading,1510,C,17,"Geography, Environmental Studies and Archaeology",B,Geography,,Outputs,21.8,9.5,46.5,39.2,4.8,0,84,66,0.276116522
10007802,University of Reading,1510,C,19,Business and Management Studies, ,,,Outputs,40,18.7,52.5,25.9,2.2,0.7,139,116,0.216742325
10007802,University of Reading,1510,C,20,Law, ,,,Outputs,26.2,18,48.3,33.7,0,0,89,10,0.125
10007802,University of Reading,1510,C,21,Politics and International Studies, ,,,Outputs,16,26.8,39.3,32.1,1.8,0,56,28,0.066217876
10007802,University of Reading,1510,C,25,Education, ,,,Outputs,15.6,24.6,55.7,18.1,1.6,0,61,39,0.180417518
10007802,University of Reading,1510,D,28,Modern Languages and Linguistics, ,,,Outputs,21.71,15.2,49.4,31.6,3.8,0,79,16,0.091221531
10007802,University of Reading,1510,D,29,English Language and Literature, ,,,Outputs,27,24.6,50.8,20.2,4.4,0,114,25,0.004351765
10007802,University of Reading,1510,D,30,History, ,,,Outputs,16.2,24.6,52.3,23.1,0,0,65,21,0.194122559
10007802,University of Reading,1510,D,31,Classics, ,,,Outputs,12.5,37.3,45.1,13.7,3.9,0,51,5,0.174051282
10007802,University of Reading,1510,D,32,Philosophy, ,,,Outputs,11.2,23.5,43.2,29.4,3.9,0,51,15,0.110333333
10007802,University of Reading,1510,D,34,"Art and Design: History, Practice and Theory",A,Art,,Outputs,11.4,18.4,42.8,32.7,6.1,0,49,2,0.03436019
10007802,University of Reading,1510,D,34,"Art and Design: History, Practice and Theory",B,Typography & Graphic communication,,Outputs,8.2,46.2,46.1,7.7,0,0,37,4,0
10007802,University of Reading,1510,D,35,"Music, Drama, Dance and Performing Arts", ,,,Outputs,10,17.9,59,18,5.1,0,39,7,0.201350993
